sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,exclude,classification2
18358339,27828089,18,süüdistama,,in,ahnus,ahnuses,"Parandame trükivead ja imetleme järjekordset idiootsuste rida : 1 ) Skisofreeniline Jüri Adams süüdistab riigikogu s.t. iseenda ahnuses kommuniste ja ülemnõukogu - viimase peal lauslollus 2 ) Latatara Mai Treial ei suuda aru saada , et palk ongi selleks , et katta oma töölkäimise kulud .",,,,no,,no,no,no,no,no,UNK
63040,108279,8,vaevlema,,in,rahahäda,rahahädas,Võlakirjade müügiga üritavad oma eelarvetulusid suurendada alati rahahädas vaevlevad eelarvelised struktuurid - riigid ja omavalitsused .,,state,,no,,no,no,no,no,no,UNK
828086,1320792,5,vaevlema,,in,vitamiinipuudus,vitamiinipuuduses,"Kui talvel vaevlevad inimesed vitamiinipuuduses , siis suvi annab kõik kehale aktiivseks eluks vajaliku .",,state,,no,,no,no,no,no,no,UNK
9662941,15506662,2,kahtlema,,in,pankrot,pankrotis,Kombinaadi pankrotis ei kahtle ometi ei juhtkond ega palku ootavad töölised .,,,,no,"It was classified as 'no' because 'pankrotis' refers to a financial state or condition, not a physical place or location.",no,no,no,no,no,UNK
15326555,23933423,22,kahtlema,,in,kaks,kahes,"äkki meie aju hojab neid kinni teatud aju osades mingi mingi kiirgusena või siis elektri impulsina ( kahtlen miskipärast just nendes kahes , aga midagi muud ei tule meelde ) .",,,,no,,no,no,no,no,no,UNK
8392689,13450172,4,vaevlema,,in,kramp,krampides,“ Lõpus vaevlesin krampides . ”,,,,no,,no,no,no,no,no,UNK
713351,1135894,10,süüdistama,,in,hilinemine,hilinemises,"Kümne minuti pärast saabus jaoülem , kes süüdistas poisse hilinemises .",,,,no,,no,no,no,no,no,UNK
4004736,6446973,9,vaevlema,,in,ruuminappus,ruuminappuses,Viljandi maanteel asuv loomade varjupaik vaevleb augustist alates ruuminappuses .,,state,,no,The phrase 'ruuminappuses' is not classified as an adverbial of place ('no') because it describes a state or condition rather than a specific location or spatial relation.,no,no,no,no,no,UNK
7072342,11367963,11,kahtlema,,in,kaasatundmine,kaasatundmises,Vareselja Jaan laiutas käsi ja tema sügavas leinas ning õnnetutele kaasatundmises ei kahelnud keegi .,,,,no,"Classified as 'no' because 'kaasatundmises' refers to a state or feeling, not a place.",no,no,no,no,no,UNK
12142239,19441390,6,vaevlema,,in,eelarvamus,eelarvamuses,"Soovitan neile , kes samas eelarvamuses vaevlevad : keerake autovõtit või istuge liinibussi .",,,,no,,no,no,no,no,no,UNK
11463169,18364414,1,süüdistama,,in,hinnalangus,Hinnalanguses,"Hinnalanguses süüdistas Bagdad Kuveiti , kes tootis naftat OPECi kvoodiga lubatust rohkem .",,,,no,"The phrase 'Hinnalanguses' describes the situation or context of the action, not a physical location, so it is not adverbial of place.",no,no,no,no,no,UNK
1173452,1864398,12,süüdistama,,in,hammustamine,hammustamises,"Nii on tegemist klassikalise uudisega , kui patsient süüdistab hambaarsti enda hammustamises .",,,,no,,no,no,no,no,no,UNK
4390092,7061333,6,süüdistama,,in,aktiivsus,aktiivsuses,"Iisrael on süüdistanud palestiinlasi poliitilises aktiivsuses Iisraeli annekteeritud Ida-Jeruusalemmas , see peaks olema aga piiratud palestiina omavalitsusaladega Jordani jõe läänekaldal ja Gaza sektoris .",,,,no,,no,no,no,no,no,UNK
11098108,17777360,17,kahtlema,,in,keeleoskus,keeleoskuses,"Hääletamisprotseduur kestis poolteist tundi , väga palju esitati küsimusi - näiteks Ungari esindaja kahtles meie inimeste keeleoskuses , aga seda väidet ei võetud eriti tõsiselt .",,,,no,,no,no,no,no,no,UNK
15404366,24064787,2,kahtlema,,in,ideaalsus,ideaalsuses,Sinu ideaalsuses ma ei kahtlegi .,,,,no,,no,no,no,no,no,UNK
4593334,7382359,4,kahtlema,,in,kasu,kasus,"Samuti kahtleb ta kasus , mida väljapakutud lepitusmenetlus võiks üksikvanemale anda .",,,,no,,no,no,no,no,no,UNK
1658750,2640293,6,kahtlema,,in,pensionireform,pensionireformis,"Kallase sõnul ei kahtle Reformierakond pensionireformis , vaid selle II samba praeguses variandis .",,,,no,"The phrase 'pensionireformis' refers to an abstract concept or subject of discussion, not a physical location, so it is not an adverbial of place.",no,no,no,no,no,UNK
4691418,7538550,11,kahtlema,,in,konditsioon,konditsioonis,"Südamerikkega vahele jäänud inglane lubas kõik , kes tema raudses konditsioonis kahtlevad , oma sõnu sööma panna .",,state,,no,,no,no,no,no,no,UNK
8495534,13617032,12,kahtlema,,in,arenguvõime,arenguvõimes,"Iseloomulik on , et Neverov kahtleb "" muulaste "" iseseisvas kultuurilises arenguvõimes ning näeb neis lapsi , kelle eest tarkadel täiskasvanutel ( venelastel ) tuleb mõelda , otsuseid langetada ja hoolt kanda .",,,,no,"The phrase 'arenguvõimes' refers to an abstract concept of capability and not a specific physical location, so it is not classified as adverbial of place.",no,no,no,no,no,UNK
5933277,9524648,4,vaevlema,,in,eetikakriis,eetikakriisis,Eesti ettevõtlusmaastik vaevleb eetikakriisis .,,,,no,,no,no,no,no,no,UNK
6688776,10760885,12,kahtlema,,in,mänguoskus,mänguoskustes,""" Meeste tase on ju teada , keegi ei kahtle nende mänguoskustes .",,,,no,,no,no,no,no,no,UNK
35779,61853,9,kahtlema,,in,isadus,isaduses,"Hurley on shokeeritud , et mees üldse oma isaduses kahtleb .",,state,,no,,no,no,no,no,no,UNK
17939568,27327104,12,kahtlema,,in,isikusamasus,isikusamasuses,"( 3 ) Kui notar ei saa isikut tuvastada või kahtleb isikusamasuses , aga tehingu tõestamist nõutakse sellele vaatamata , märgib notar selle asjaolu notariaalakti .",,,,no,,no,no,no,no,no,UNK
3153209,5063412,5,süüdistama,,in,hindamisviga,hindamisveas,"Kerry süüdistas Bushi kolossaalses hindamisveas , kui viimane andis korralduse Iraagi ründamiseks .",,,,no,,no,no,no,no,no,UNK
5257525,8433575,10,kahtlema,,in,arenemisvõimelisus,arenemisvõimelisuses,"Kas pole siin vastus nendelegi , kes eesti keele arenemisvõimelisuses ja -vajaduses , selle teaduse keeleks sobivuses kahtlevad ?",,,,no,,no,no,no,no,no,UNK
5788612,9287649,5,vaevlema,,in,elektriprobleem,elektriprobleemides,"Põhjus , miks eestlane elektriprobleemides vaevles , peitus ilmselt sõitjais endis - keegi neist oli kogemata käigukangi all asuvalt paneelilt õhuventilaatori välja lülitanud .",,,,no,,no,no,no,no,no,UNK
163036,271515,16,süüdistama,,in,diskrimineerimine,diskrimineerimises,"Lisaks võib relvaseadusest saada veel üks kaart nende ringkondade käes , kes süüdistavad Eestit rahvuslikus diskrimineerimises ja inimõiguste rikkumises .",,,,no,,no,no,no,no,no,UNK
898531,1431628,10,vaevlema,,in,roll,rollis,"Nagu kahes eelmises voorus , vaevles Derby tagaajaja kurnavas rollis - vaheajale mindi 0 : 2 kaotusseisus .",,,,no,,no,no,no,no,no,UNK
353482,546824,6,kahtlema,,in,mõjukus,mõjukuses,"Autor ei kahtle keskaja naise mõjukuses , töökuses ja arukuses .",,,,no,,no,no,no,no,no,UNK
1815235,2889052,3,kahtlema,,in,pidamine,pidamises,Läti piiri pidamises ei kahtle ainult eestlased .,,,,no,,no,no,no,no,no,UNK
10748651,17217957,3,kahtlema,,in,ellujäämine,ellujäämises,"” Teatri ellujäämises siiski keegi eriti ei kahelnud , kommertsi vastu aitab üksnes uuenemine .",,,,no,,no,no,no,no,no,UNK
165575,275890,16,süüdistama,,in,eiramine,eiramises,Indiana ülikooli professor Yoshio Iwamoto süüdistab akadeemikuid näiteks Jun'ichirõ Tanizaki ja Yukio Mishima eiramises .,,,,no,,no,no,no,no,no,UNK
1404734,2234320,4,kahtlema,,in,kiir,kiires,Raivo Vare kahtleb kiires elektrijaamade erastamises,,,,no,,no,no,no,no,no,UNK
844049,1345192,4,kahtlema,,in,jutt,jutus,"Politsei kahtles selles jutus ja märtsis leidis kinnitust , et Armstrong oli surnud naisterahvaga seotud - laibast võetud spermaproovi DNA klappis Armstrongi omaga .",,,,no,,no,no,no,no,no,UNK
268956,424498,4,kahtlema,,in,nõiavägi,nõiaväes,Kes kahtleb minu nõiaväes ?,,,,no,,no,no,no,no,no,UNK
13522131,21627162,10,vaevlema,,in,rambipalavik,rambipalavikus,"Margus Metstak mõjus väljakul võõrana , Eugidijus Mikalajunas vaevles rambipalavikus ning oodatud mustanahaline keskmängija jäi vigastuse tõttu saabumata .",,state,,no,,no,no,no,no,no,UNK
1624980,2586737,29,kahtlema,,in,kättesaamine,kättesaamises,"Talunikelt ligi kahe miljoni krooni eest kartuleid välja petnud osaühing Audervalle võib jääda kohtu alla andmata , sest paljud talunikud näevad pankrotiprotsessis vaid lisakulu ja kahtlevad kaotatud raha kättesaamises .",,,,no,,no,no,no,no,no,UNK
3892474,6269117,16,süüdistama,,in,autoritaarsus,autoritaarsuses,"Nädala alguses tegi enamik hooneregistri töötajaid= omandireformiametile pöördumise , milles süüdistasid juhataja Liilia Mölderit autoritaarsuses ning alluvate arvamusega mittearvestamist .",,,,no,,no,no,no,no,no,UNK
3280575,5272745,5,vaevlema,,in,sisepinge,sisepingetes,"Viimased kuu aega suurtes sisepingetes vaevelnud Keskerakonna toetus kukkus 13 protsendile , mis on Eesti suurima erakonna jaoks viimase kolme aasta nõrgim näitaja .",,,,no,,no,no,no,no,no,UNK
5977421,9592942,6,süüdistama,,in,isekus,isekuses,"Euroopa Liidu riigid süüdistasid Suurbritanniat isekuses , sest Londoni esmaspäeval esitletud eelarve-ettepanek teenivat üksnes brittide endi huve .",,,,no,,no,no,no,no,no,UNK
9088541,14613797,3,vaevlema,,in,ajahäda,ajahädas,"“ Aga ajahädas vaevlevad kõik tiimid , mitmed ei jõudnudki tänasesse vabatrenni .",,,,no,,no,no,no,no,no,UNK
18375889,27858036,6,kahtlema,,in,loodusseadus,loodusseadustes,"Aga ma pole kunagi kahelnudki loodusseadustes ja teaduse võimes neid seadusi avastada , üha sügavamalt mõista ja kasutada , 33338 !",,,,no,,no,no,no,no,no,UNK
1607926,2558583,6,süüdistama,,in,finantsmahhinatsioon,finantsmahhinatsioonides,Ukraina võimud süüdistavad teda ulatuslikes finantsmahhinatsioonides ning võtsid talt saadikupuutumatuse .,,,,no,,no,no,no,no,no,UNK
