sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,exclude,classification2
6965,12061,5,võtma,vastu,abl,Ansip,Ansipilt,“ Võtab Tartus linnapea Ansipilt vastu aasta parima purjetaja autasu ja pärast käib enne lastega koju sõitmist veel Kaitseliidus kõvamehejuttu mörisemas .,,,PER,no,,no,yes,no,no,yes,actor
17103679,26288979,2,kuulma,,abl,ehitaja,ehitajatelt,"Tõsistelt ehitajatelt olen kuulnud iroonilist mõttetera , et kui mees räägib remondist , siis mõtleb ta kapitaalremonti .",,alive,,no,,no,yes,no,no,yes,actor
4851881,7789771,4,kuulma,,abl,asjatundja,asjatundjalt,"Kõigepealt kuulen mitmelt asjatundjalt , et värskel liinil Paldiski-Kapellskär-Paldiski on piirivalve ja tollikontroll nii Rootsi kui ka Eesti poole peal võrdlemisi lõtv .",,,,no,,no,yes,no,no,yes,actor
13843042,22072916,9,võtma,ära,abl,Maria,Marialt,Samal õhtul võtsid kaks noormeest vägivalda kasutades 78aastaselt Marialt tema korteris Kohtla-Järvel Uuel tänaval ära 1500 krooni .,,,PER,no,"'Marialt' was not classified as adverbial of place because it specifies a source or origin related to a person, not a location.",no,yes,no,no,yes,actor
9514535,15274371,10,võtma,ära,abl,Kulikov,Kulikovilt,"Seda , et piirivalve- ja miilitsaüksuste operatiivjuhtimise õigust pole Kulikovilt keegi ära võtnud , näitavad kaadrid Tshetsheenia piiridele veetavatest lisaüksustest ning juurde rajatavatest tulepositsioonidest .",,,PER,no,,no,yes,no,no,yes,actor
12530325,20056948,15,õppima,,abl,misjonär,misjonäridelt,Enne misjonitööle tulekut õppisid nad kaks kuud keelt ja kohalikke olusid varem Eestis käinud misjonäridelt .,,alive,,no,,no,yes,no,no,yes,actor
16561308,25541743,7,kuulma,,abl,narvalane,narvalaselt,Denis on seda lugu juba mitmelt narvalaselt kuulnud .,,alive,,no,,no,yes,no,no,yes,actor
3272161,5260000,23,võtma,vastu,abl,Helle,Hellelt,"Ühispanga avalike suhete juht Evelin Pull sõnas , et kuna tegu on väikese linnaga ja inimesed tunnevad üksteist hästi , võttis teller Hellelt vastu nii tema kui ka ta poja Mareki avalduse eeldades , et Mareki avalduse on täitnud ja allkirjastanud poeg ise .",,,PER,no,,no,yes,no,no,yes,actor
5935024,9527275,3,võtma,ära,abl,põliselanik,põliselanikelt,"Politsei on põliselanikelt ära võtnud nende kitsed , väites , et loomad on haiged .",,alive,,no,,no,yes,no,no,yes,actor
7832341,12550807,10,küsitama,,abl,tulija,tulijailt,Kuni 12-aastastele mõeldud lastejooksule ( ligi 2 km ) tulijailt raha ei küsita .,,alive,,no,,no,yes,no,no,yes,actor
9387178,15073807,7,võtma,ära,abl,Lembit,Lembitult,Tartu politsei võttis 6. märtsil 23-aastaselt Lembitult ära 66 tabletti .,,,PER,no,,no,yes,no,no,yes,actor
7192305,11568897,7,teenima,,abl,rivaal,rivaalidelt,Taipliku noore poliitikuna teenis ta oma rivaalidelt hüüdnime .,,alive,,no,,no,yes,no,no,yes,actor
5571284,8933828,21,kuulma,,abl,lähedane,lähedastelt,"Mittelondonlased olid ilmselt segaduses ja üllatunud , kui telefonihelina peale toru kõrva juurde tõstes kuulsid nad inglaslikke käitumisjooni ähmiga eiranud lähedastelt telefoni pahvatatud : "" I am fine ! """,,,,no,,no,yes,no,no,yes,actor
3800923,6122259,5,saama,peksma,abl,skinhead,skinheadidelt,Samal päeval suri Moskvas skinheadidelt peksa saanud afgaan .,,alive,,no,"It was not classified as adverbial of place because 'skinheadidelt' describes the origin of the action (who caused the harm), not a location.",no,yes,no,no,yes,actor
7472744,11995084,2,küsitama,,abl,Milius,Miliuselt,Korteriüüri Miliuselt ei küsita .,,,PER,no,"The phrase 'Miliuselt' indicates a source or origin rather than a location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
14794976,23270060,11,võtma,vastu,abl,õde,õelt,"Auto juures seistes võttis ta õnnitlusi ning kallistusi vastu oma õelt ja meeskonnakaaslastelt , kes kohe nõudsid Pühajärve jääl esimesi auringe .",,alive,,no,,no,yes,no,no,yes,actor
11147958,17857502,11,õppima,,abl,treener,treenerilt,"Alaver pole iial väsinud nimetamast , et on õppinud vanalt treenerilt Laur Lukinilt ja tehnikaspetsilt Hans Grossilt tohutult .",,alive,,no,,no,yes,no,no,yes,actor
1686476,2684566,32,röövima,,abl,ajakirjanik,ajakirjanikelt,""" Me oleme ajakirjanikke kogu aeg hoiatanud , aga nad ei tee väljagi , "" ütles Lõuna-Filipiinide Sulu provintsi politseiülem eile dpa-le , lisades , et juba nädal varem röövisid mässulised ajakirjanikelt raha , mobiiltelefonid , kaamerad , riided ja isegi kingad .",,alive,,no,,no,yes,no,no,yes,actor
6733913,10832559,14,röövima,,abl,Larissa,Larissalt,06.10.2003 kella 13.50 ajal röövis seni kindlakstegemata mees Tallinnas Kotka 26 juures postiljonilt Larissalt ( s. 1949 ) jalgratta ja postikoti koos postiga .,,,PER,no,"The phrase 'Larissalt' is not adverbial of place because it denotes the person from whom something was taken, not a location or spatial context.",no,yes,no,no,yes,actor
6995776,11238652,15,röövima,,abl,Michal,Michalilt,14.06.2003 kella 3.00 paiku röövisid neli seni kindlakstegemata noormeest Tallinnas Tatari 44 maja juures Michalilt ( s. 1984 ) seljakoti fototarvete ja isiklike asjadega .,,,PER,no,,no,yes,no,no,yes,actor
66399,114096,9,õppima,,abl,kes,kellelt,"Helgi Saare sõnul on just vanemad need , kellelt laps tihti loomapiinamist õpib .",,,,no,,no,yes,no,no,yes,actor
9730200,15611777,24,võtma,ära,abl,emalt-isa,emalt-isalt,"Arengupartei nimekirjas Riigikokku kandideeriva ärinaise Kersti Krachti mehe vanemad peavad naispoliitikut kurja juureks , kes torgib nende poega tagant , et see võtaks emalt-isalt eluajal kohtu kaudu priske tüki pärandist ära .",,,,no,,no,yes,no,no,yes,actor
13974924,22247030,6,õppima,,abl,ise,endilt,"Helvo Humal õppis paadiehitust meistritelt endilt , noormehe suguvõsaski on mitu paaditegijat .",,,,no,,no,yes,no,no,yes,actor
2101791,3354624,13,õppima,,abl,kongikaaslane,kongikaaslastelt,"Pärna rääkis , et muukis uksi lahti peamiselt küüneviiliga , mida õppis kongikaaslastelt .",,alive,,no,,no,yes,no,no,yes,actor
12521354,20042847,4,röövima,,abl,kohtunik,kohtunikult,Samas nõrk uurimine kohtunikult eriti aega ei röövivat .,,alive,,no,"The phrase 'kohtunikult' refers to a subject or agent, not a location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
1783588,2840433,13,röövima,,abl,nooruk,noorukilt,"Tallinna politsei tabas teisipäeva õhtul kolm purjus noormeest , kes röövisid trammis noorukilt noaga ähvardades spordijalatsid ja mütsi .",,alive,,no,,no,yes,no,no,yes,actor
17482883,26801163,2,kuulma,,abl,Pijpersi,Pijpersilt,"Kuulsime Pijpersilt võidulubadust , aga ei saa kunagi teada , kas tema käe all näinuks samasugust mängupilti .",,,LOC,no,,no,yes,no,no,yes,actor
10394161,16674983,5,küsitama,,abl,arst,arstidelt,"Küsitagu seda siis nendelt arstidelt või korraldavalt firmalt , mitte aga meie arstidelt , kes ei käinud Iisraelis või kus tahes neid siia palumas .",,alive,,no,,no,yes,no,no,yes,actor
1850374,2946790,14,õppima,,abl,helilooja,heliloojalt,"Uudisteos flöödile , tshellole , klavessiinile ja kommenteerijale on tellitud Põhja-Ameerikas õppinud noorelt heliloojalt Mart Siimerilt .",,alive,,no,,no,yes,no,no,yes,actor
14497889,22926650,3,kuulma,,abl,jutukam,jutukamatelt,"Hiljem kuulsime jutukamatelt , et see olevat riigiprogramm – riik ehitab uusi külakeskusi .",,,,no,,no,yes,no,no,yes,actor
6476271,10414232,12,teenima,,abl,peatreener,peatreenerilt,Sunderlandi väravavahi Mart Poomi imevärav laupäeval Derby County vastu teenis mõlemalt peatreenerilt ülistussõnu .,,alive,,no,,no,yes,no,no,yes,actor
11179385,17907962,8,kuulma,,abl,maksuamet,maksuametilt,Rikaste nimekirja aseainena kuuleme teist aastat järjest maksuametilt üksnes üle miljoni kroonise tulu deklareerijate arvu .,,location,,no,,no,no,no,yes,yes,actor
3484117,5610581,11,küsitama,,abl,linlane,linlaselt,"Ehkki kaardi omahind on umbes 100 krooni , ei küsita linlaselt kaardi kui sellise eest raha , sest vastasel korral oleks väga keeruline kaardisüsteemi juurutada , rääkis Leemets .",,alive,,no,"It was classified as 'no' because 'linlaselt' refers to an entity (a city dweller) rather than specifying a location, and hence does not function as an adverbial of place.",no,yes,no,no,yes,actor
145067,241865,11,võtma,ära,abl,keegi,kelleltki,"Kui jää taandus , olite teie ainus etnos , kes kelleltki maad ära ei võtnud .",,,,no,,no,yes,no,no,yes,actor
163158,271700,22,röövima,,abl,tema,talt,"Eriti intrigeeriv on aga fakt , et Hitler oli soovinud sõda alustada just 1938. aastal , kuid Lääneriikide järeleandlikkus Münchenis röövis talt selle võimaluse .",,,,no,,no,yes,no,no,yes,actor
4131049,6649545,11,kuulma,,abl,minister,ministrilt,"Kohtumisel Palmaruga 27. novembril kuulis Kihnu vallavanem Annely Akkermann aga ministrilt , et raha polegi tulemas .",,alive,,no,,no,yes,no,no,yes,actor
15411734,24075731,3,kuulma,,abl,ADSL-kasutaja,ADSL-kasutajalt,"Olen ühelt ADSL-kasutajalt kuulnud , et probleem võib olla halvas telefonikaablis , kuskil lähedal .",,,,no,,no,yes,no,no,yes,actor
16335048,25282081,17,saama,peksma,abl,stoneri,stonerilt,"mina olen vastu , sest siis oleks see mingi kõva äri , saan peksa mingilt vene stonerilt jne ,",,,,no,,no,yes,no,no,yes,actor
10214599,16391117,7,saama,peksma,abl,abielupaar,abielupaarilt,"Kohtla-Järvel sai bussifirma kontrolör liinibussis peksa abielupaarilt , kellel tal palus piletid esitada .",,alive,,no,,no,yes,no,no,yes,actor
160597,267224,17,röövima,,abl,kes,kellelt,"Tüüpiline tehnikaajastule jalgujäänu pole mitte pesumasinat pelgav vanamemm , vaid edukas ja haritud kaasaegne inimene , kellelt üha keerukamate seadmete käsitsema õppimine järjest enam aega röövib .",,,,no,,no,yes,no,no,yes,actor
1102782,1752240,7,õppima,,abl,koolivend,koolivennalt,"Teadvusetusse seisundisse viimise tehnikat õppisid poisid koolivennalt , kes tänaseks on Hansagümnaasiumist lahkunud .",,alive,,no,,no,yes,no,no,yes,actor
5707596,9154721,2,kuulma,,abl,haldaja,haldajalt,Maja haldajalt pole naine aga elektri väljalülitamise kohta kuulnud ainsatki mõistlikku põhjendust .,,,,no,"The phrase 'haldajalt' indicates the source of information and not a specific location, so it is not an adverbial of place.",no,yes,no,no,yes,actor
16964492,26075653,4,võtma,ära,abl,Ränkel,Ränkelilt,Samuti võttis kohus Ränkelilt kolmeks aastaks ära õiguse töötada politseis ning mõistis talt riigi kasuks välja 4035 krooni sundraha .,,,,no,,no,yes,no,no,yes,actor
11200843,17943542,4,võtma,ära,abl,kollektiiv,kollektiivilt,"Palkade salastamine võtab kollektiivilt ära peamise võimaluse direktorit kontrollida , kontrollida tema õiglus- ja missioonitunnet , tema erialaseid teadmisi , tema tööd kõige laiemalt .",,,,no,,no,no,no,yes,yes,actor
416459,648336,7,võtma,ära,abl,palju,paljudelt,Kristi Tamme sõnul on riigi keelepoliitika paljudelt muulastelt õppimistahte ära võtnud ja stressiga asendanud .,,,,no,,no,yes,no,no,yes,actor
2162505,3454456,12,kuulma,,abl,peainspektor,peainspektorilt,"Rainer seisis uuesti järjekorda ja ütles postikeskuse töötajatele , mida ta peainspektorilt kuulnud oli .",,,,no,,no,yes,no,no,yes,actor
18396700,27887673,7,kuulma,,abl,Kilveti,Kilvetilt,"Nagu me praegu autorite esindajalt proua Kilvetilt kuulsime , on autorid selle katkestamise motiivid vahepeal uuesti läbi arutanud ja leidnud , et seaduseelnõu võiks olla seadusena vastu võetav ja et mured , mida autorid tundsid , on saanud lahenduse .",,,LOC,no,,no,yes,no,no,yes,actor
7419970,11912363,5,õppima,,abl,neergimuti,neergimutilt,Ma õppisin selle ühelt neergimutilt .,,,,no,,no,yes,no,no,yes,actor
11444421,18336349,3,õppima,,abl,Teituri,Teiturilt,"Pallurid , Teiturilt nii palju õppinud , jäid ka peaaegu peale .",,,,no,,no,yes,no,no,yes,actor
6659796,10715967,3,teenima,,abl,kuulaja,kuulajatelt,Pillimäng teenis kuulajatelt suure aplausi .,,alive,,no,,no,yes,no,no,yes,actor
1938328,3089269,1,kuulma,,abl,majahoidja,Majahoidjalt,"Majahoidjalt on naised kuulnud , et otse põranda all paiknev termosõlm vajab hädasti remonti .",,alive,,no,,no,yes,no,no,yes,actor
9738993,15626065,7,võtma,ära,abl,rattur,ratturilt,"Pätid võtsid väevõimuga sõiduriista ära noorelt ratturilt , kes sõitis lähedalasuvasse poodi karastusjooki ostma .",,alive,,no,,no,yes,no,no,yes,actor
11874398,19001035,13,kuulma,,abl,metsatark,metsatarkadelt,"Kuidas jõulud metsaelanikele tulevad , kuuleb esmaspäevani kõige täpsemalt Elistvere loomapargis elavatelt metsatarkadelt .",,,,no,,no,yes,no,no,yes,actor
5082003,8156767,12,saama,peksma,abl,külaelanik,külaelanikelt,"Üks teine külaelanik rääkis , et Ivan ja Uar on ennegi külaelanikelt varguste eest peksa saanud , kuid abi polnud sellest midagi .",,alive,,no,,no,yes,no,no,yes,actor
17559892,26915625,12,kuulma,,abl,linnapea,linnapealt,"Ka Haapsalu on selles valdkonnas edasi läinud , just kuulsin Haapsalu linnapealt , et üks koolimaja sai juurdeehitise ja kavas on käsile võtta teine kool .",,alive,,no,,no,yes,no,no,yes,actor
13231172,21168578,4,kuulma,,abl,abimees,abimehelt,"Kuulsin vaid oma abimehelt , et ei olnud hea mäng .",,,,no,Classified as not adverbial of place ('no') because 'abimehelt' indicates the origin of information rather than a location of an action.,no,yes,no,no,yes,actor
3727325,6002377,7,teenima,,abl,Ranskalainen,Ranskalainenilt,"See keldrirestoran Dunkri tänaval on teeninud Ranskalainenilt ainsana maksimumpunktid , hoiab liidripositsiooni Pühapäevalehe edetabelis .",,,LOC,no,"It was not classified as adverbial of place because 'Ranskalainenilt' describes the source or origin of the rating, not a physical location.",no,yes,no,no,yes,actor
7031899,11295681,3,võtma,ära,abl,Morgini,Morginilt,"Kohus võttis Morginilt ja Agruzovilt lisakaristusena ära õiguse töötada kahe aasta jooksul politseis , lisaks peavad nad maksma teise astme kuriteo eest riigile 2160 krooni sundraha .",,,PER,no,,no,yes,no,no,yes,actor
12585240,20140106,16,röövima,,abl,juuksur,juuksurilt,Reede õhtul tungis maskis röövel Kohtla-Järvel Kalevi tänav 22 asuvasse juuksuritöökotta ja röövis seal 47-aastaselt juuksurilt Veralt kolm kuldsõrmust .,,,,no,,no,yes,no,no,yes,actor
1076266,1710950,8,teenima,,abl,parlamendisaadik,parlamendisaadikutelt,Tuleva aasta riigi raha jaotamise alusdokument teenis parlamendisaadikutelt seinast seina arvamusi .,,alive,,no,The phrase 'parlamendisaadikutelt' is not classified as an adverbial of place because it refers to a source of opinions rather than a physical location.,no,yes,no,no,yes,actor
2253579,3606451,18,võtma,ära,abl,firma,firmadelt,"Kui hinnad jääksid endisele tasemele , suurenevad bensiiniäris kasumivõimalused ja kohe on platsis üksiküritajad , kes suurelt firmadelt osa turust ära võtavad .",,,,no,,no,no,no,yes,yes,actor
9080474,14601313,12,kuulma,,abl,peaminister,peaministrilt,"Nii tuleb ökonoomsem ja lihtsam , kuulis Tartu maavanem Jaan Õunapuu peaministrilt põhjendust , miks valitsus riigivõimu maakondlikke esindajaid enam otsustamise juurde ei vaja .",,alive,,no,"The phrase 'peaministrilt' (from the prime minister) indicates a source or origin of the statement, not a location, so it is not adverbial of place.",no,yes,no,no,yes,actor
1303938,2071661,8,röövima,,abl,kodanik,kodanikult,Tundmatud kurjategijad röövisid neljapäeval Tallinna kesklinnas Rootsi kodanikult dokumendid ja raha .,,alive,,no,"It refers to a person (Swedish citizen) rather than specifying a location or place-related context, so it is not adverbial of place.",no,yes,no,no,yes,actor
571742,904955,7,kuulma,,abl,isa,isalt,"Aidniku kodus kuuliski ta mehe eakalt isalt , et poeg oli käruga õhtul välja läinud ja ööks kaduma jäänud .",,alive,,no,,no,yes,no,no,yes,actor
511897,805874,18,röövima,,abl,vend,vennalt,"Raiko Pachel viis detsembris lühiradade EM-il Sheffieldis Eesti 200 m rinnuliujumise rekordi 2.13 , 81-ni , eile röövis vanemalt vennalt Markolt 100 m tippaja .",,,,no,,no,yes,no,no,yes,actor
7520128,12076369,12,kuulma,,abl,kasahh,kasahhidelt,"Kahe rassi juttu räägitakse mitmel pool , mina olen seda kuulnud kasahhidelt , neenetsitelt ja tšuktšidelt .",,alive,,no,,no,yes,no,no,yes,actor
2644057,4242942,3,kuulma,,abl,Uno,Unolt,""" Kuulsin Unolt , et teie "" Evita "" -lavastus on tasemel ja nii oli selle vaatamine mulle heaks ettekäändeks , miks lõpuks Eestisse tulla , "" ütles Rice lennujaamas .",,,PER,no,,no,yes,no,no,yes,actor
