verb,verb_compound,morph_case,classification2,sentence_id,head_id,head_loc,lemma,form,sentence,timex_tag,ekilex_tag,ner_tag,classification,explanation,is_time,is_alive,is_event,is_org,is_abstract
heitma,ette,all,actor,9345194,15009943,2,abidirektor,abidirektorile,"Keskkriminaalpolitsei abidirektorile Koit Pikarole heitis distsiplinaarosakond ette , et saanud juba järgmisel hommikul teada Kellamäe tulistamisloost , varjas ta seda ning ei informeerinud sündmusest politseiameti juhtkonda .",,,,no,"The phrase 'abidirektorile' refers to a person (assistant director) and not a physical location, so it is not classified as an adverbial of place.",no,yes,no,no,no
heitma,ette,all,actor,6257827,10052445,18,autor,autorile,"Hiljuti Ilmamaa kirjastuse ilmunud raamatut "" Pimedus "" arvustades on Veiko Märka ( EPL 10.10. ) autorile ette heitnud omavolitsemist ajalooliste tõsiasjadega .",,alive,,no,"The phrase 'autorile' was classified as 'no' because it refers to a recipient or direction of an action, not a place.",no,yes,no,no,no
heitma,ette,all,actor,8791912,14111018,7,Rahvusvaheline,Rahvusvahelisele,"Dvoraki ja Roman Šebrle juhendaja heitis Rahvusvahelisele Kergejõustikuliidule ette , et 110 m tõkkejooksus jäi keskel kaks rada tühjaks .",,,ORG,no,"The phrase 'Rahvusvahelisele' was classified as 'no' because it does not indicate a location or spatial reference, thus not serving as an adverbial of place.",no,no,no,yes,no
heitma,ette,all,actor,11928,20481,3,mina,mulle,"Keegi heitis mulle hiljem ette , et ta ei saanud terve hommikupooliku vetsu minna , sest äkki just sel hetkel tuleb keegi stuudiosse , istub tooli ja räägib - ja tal jääb see nägemata !",,,,no,"'mulle' was classified as 'no' because it refers to a recipient or indirect object (to me), not a location or place.",no,yes,no,no,no
jääma,,all,loc,4618136,7422306,2,Paldiski,Paldiskile,""" Paldiskile jääks ka 81 miljonist väheks , "" lausus Klaassen .",,location,LOC,yes,,,,,,
jääma,,all,loc,2087814,3331798,8,Jelena,Jelenale,"Pärast notaritasu ja kinnisvarafirma vahendustasu maksmist jäi Jelenale 76 000 krooni , mille eest ta lootis saada ühetoalise keskküttega kodu Pärnusse .",,,PER,yes,,,,,,
jääma,,all,loc,438608,685656,16,Käbin,Käbinile,Käbini teise sõbra Daniel Märtmaa hinnangul jäi Eesti kogu Nõukogude okupatsiooni aja Eestimaaks just tänu Käbinile .,,,PER,yes,,,,,,
jääma,,all,loc,12912134,20653877,3,Manhattan,Manhattanile,Valgussambad jäävad Manhattanile vaid kuuks ajaks .,,location,LOC,yes,,,,,,
jääma,,all,loc,18939223,28595780,5,Peedu,Peedule,Nii oligi kooli alguseks Peedule jäänud vaid üks kolmanda ja üks esimese klassi õpilane .,,location,PER,yes,The phrase 'Peedule' is classified as an adverbial of place because it indicates the location associated with the action.,,,,,
jääma,,all,actor,3393067,5460945,6,Ermus,Ermusele,Rahuldus õnnestunud jahist aga jäi Ermusele meelde .,,,PER,no,The phrase 'Ermusele' is not an adverbial of place because it specifies a person rather than a location.,no,yes,no,no,no
jääma,,all,actor,13770611,21955740,2,Ehlvest,Ehlvestile,"Nii Ehlvestile kui Leitole jäi arusaamatuks , miks eelmisel päeval Argentina vastu võidu-punkti toonud Kaido Külaots puhkepäeva palus .",,,,no,"The phrase 'Ehlvestile' does not indicate a location; instead, it identifies a person, so it is not adverbial of place.",no,yes,no,no,no
jääma,,all,actor,2495915,4002355,1,Merike,Merikesele,"Merikesele jäid messil silma nii kaunid pruutkleidid , kimbud kui tordid .",,,,no,"The phrase 'Merikesele' refers to a person to whom something was noticed but does not describe a location; hence, it is not an adverbial of place.",no,yes,no,no,no
jääma,,all,actor,257586,407691,4,IT-guru,IT-gurudele,"Juhtpositsioonid jäid endiselt IT-gurudele , kuid äripoolt hakati kaasama IT-projektidesse , tõsi küll , vaid teisejärgulises rollis .",,,,no,"'IT-gurudele' was classified as 'no' because it refers to individuals (IT-gurus) as recipients, not to a physical place.",no,yes,no,no,no
jääma,,all,actor,10569237,16941801,3,Aleks,Alekseile,"Seejärel jäi Alekseile pihku sealsamas diivanil vedelenud haamer ja ta virutas haamri isa suunas , ” kirjeldas Zegulov .",,,PER,no,"The phrase 'Alekseile' refers to a person and not a location, so it is not an adverbial of place.",no,yes,no,no,no
kuuluma,,all,loc,1817479,2892646,4,Draudimas,Draudimasele,"Elukindlustusturust kuulub Lietuvos Draudimasele koguni üle 90 protsendi , varakindlustusturust aga umbes 45 protsenti .",,,ORG,yes,,,,,,
kuuluma,,all,loc,808276,1289456,5,Finnlinesi,Finnlinesile,"Läänemerel 70 kaubalaevaga opereerivale Finnlinesile kuulub 23 laeva , millest Soome lipu all seilab praegu 14 alust .",,,LOC,no,"The phrase 'Finnlinesile' indicates possession or ownership, not a location, so it is not an adverbial of place.",no,no,no,yes,yes
kuuluma,,all,loc,6929077,11135223,12,Arnold,Arnoldile,"Kapi kõrval kükitavad Tiit Sukk , kelle parem käsi kuulub ekraanil Arnoldile , vasakuga liigutab ta nööriga riigijuhi pead .",,,PER,yes,"The phrase 'Arnoldile' is an adverbial of place because it points to a direction or recipient of the action, suggesting location.",,,,,
kuuluma,,all,loc,868506,1383403,3,AEK,AEK-le,Poolaeg kuulus AEK-le 34 : 25.,,,ORG,yes,The phrase 'AEK-le' is classified as an adverbial of place because it specifies the location or side (AEK) that possessed or controlled the halftime score.,,,,,
kuuluma,,all,loc,7816836,12527822,11,E-Investeerimisgrupp,E-Investeerimisgrupile,51% Tallinna Kaubamaja aktsiatest kuulub Eesti panku ja ettevõtjaid koondavale E-Investeerimisgrupile .,,,ORG,yes,,,,,,
kuuluma,,all,actor,4752951,7632762,3,Lee,Leele,"Bändi kuuluvad Leele ja Lemmo Lattikas , Margit Errapart , Riin Sikka , Mauri Sööt , Kristjan Pilt , Oliver Laanet , Lesta ja Jann .",,,PER,no,It was classified as 'no' because 'Leele' refers to a participant in a list and does not describe a place.,no,yes,no,no,no
kuuluma,,all,actor,2182351,3487445,10,BFE,BFEle,"Samuti sooviti osta nii Uuemõisa kaupluse vara kui ka BFEle kuulunud krunti Sauel , kuid siin jäid pakkumised alghinnast madalamaks .",,,,no,"The phrase 'BFEle' is classified as 'no' because it indicates possession or association and not a location, so it is not an adverbial of place.",no,no,no,yes,no
kuuluma,,all,actor,10770320,17252539,4,Hotline,Hotline'ile,Number kuulub Ekspress Hotline'ile .,,,ORG,no,"The phrase 'Hotline'ile' indicates the recipient of ownership, not a physical location.",no,no,no,yes,no
kuuluma,,all,actor,12812459,20495969,5,Leif,Leifile,Seevastu hiir kuulub läbinisti Leifile .,,,PER,no,'Leifile' was classified as 'no' because it indicates a recipient (to Leifi) rather than specifying a place.,no,yes,no,no,no
kuuluma,,all,actor,13597981,21743114,11,Krüdener,Krüdeneridele,"Suislepa lasteaed-algkool asub vanas mõisahoones , mis on olnud von Krüdeneridele kuulunud valduse süda juba XVIII sajandi lõpust alates .",,,,no,"The phrase 'Krüdeneridele' denotes possessiveness or belonging, not a specific location, so it is not an adverbial of place.",no,yes,no,no,no
lausuma,,all,loc,2020272,3223893,8,Eesti,Eestile,""" Medal on medal , "" lausus Eestile läbi aegade 11.",,location,LOC,yes,,,,,,
lausuma,,all,loc,16979903,26102235,1,võrguväljaanne,Võrguväljaandele,"Võrguväljaandele Nemzeti Sport lausus ta : « Kahju , et selline informatsioon on kreeklaste kaudu liiga vara avalikkuse ette lekkinud . »",,,,yes,,,,,,
lausuma,,all,loc,488683,768035,18,Reuters,Reutersile,""" Mängisime esimesel poolajal paremini kui teisel , kuid kummalisel kombel piisas sellest võiduks , "" lausus Reutersile ManU peatreener Alex Ferguson .",,,ORG,no,"It was classified as 'no' because 'Reutersile' indicates the recipient of the statement, not a location.",no,no,no,yes,yes
lausuma,,all,loc,7537685,12104486,18,oma,omadele,"Pärast mõneminutilist toibumist ajas Edmund enda vaevaliselt püsti ning lahkus kähku sündmuspaigalt , ilma et oleks Allika omadele sõnakestki lausunud .",,,,yes,,,,,,
lausuma,,all,loc,653696,1038595,17,autojuht,autojuhile,""" Ma kuulsin , et sõitsite liiga kiiresti , "" lausus korravalvur tänavu mais linnatänaval peatatud autojuhile .",,alive,,yes,,,,,,
lausuma,,all,actor,1777178,2829967,3,kolleeg,kolleegile,"Lausud näiteks kolleegile kõrvalpissuaari juures : "" Härra Kask , mõtle kui huvitavad aluspüksid teil täna jalas on !",,alive,,no,The phrase 'kolleegile' refers to the recipient of the speech rather than indicating a place.,no,yes,no,no,no
lausuma,,all,actor,1782686,2838942,22,sõbranna,sõbrannale,""" Doktor kirjutas mulle prillid välja ja ütles , et lugeda tohin ma ainult prillidega , "" lausub noor tütarlaps oma sõbrannale .",,alive,,no,"The phrase 'sõbrannale' refers to a person or recipient, not a physical place, so it is not classified as an adverbial of place.",no,yes,no,no,no
lausuma,,all,actor,1656385,2636315,4,boss,bossile,Sekretärineiu lausub oma bossile :,,alive,,no,"The phrase 'bossile' specifies a recipient and not a location, so it is not an adverbial of place.",no,yes,no,no,no
lausuma,,all,actor,453386,710079,22,juuksur,juuksurile,""" Sellest päevast , mil ma ise oma habet ajama hakkasin , hoian ma palju raha kokku ! "" lausub klient juuksurile .",,,,no,"The phrase 'juuksurile' was classified as 'no' because it refers to the recipient of the action, not a location.",no,yes,no,no,no
lausuma,,all,actor,7371388,11831435,12,keegi,kellelegi,"Mõlemad tüdrukud lahkusid kodunt , ilma et oleksid oma minekust eelnevalt kellelegi sõnakestki lausunud .",,,,no,"The phrase 'kellelegi' refers to 'someone' and not a physical location, so it is not classified as an adverbial of place.",no,yes,no,no,no
läkitama,,all,loc,4124285,6638853,11,allianss,alliansile,"Ungari valitsus kardab nüüd , et referendumi kesine tulemus läkitab alliansile negatiivse signaali .",,location,,yes,,,,,,
läkitama,,all,loc,5423553,8696013,27,pisipõnn,pisipõnnile,Vastavalt oma võimalustele reageerisid inimesed Narva pere hädadele - osavõtlik nelja lapse isa saatis Rein Siku vahendusel perele 500 krooni ning samasugune kolme lapse ema läkitas pisipõnnile paki lasteriideid .,,alive,,yes,,,,,,
läkitama,,all,loc,16805369,25863005,13,maa,Maale,"30 aastat tagasi startis Veenusele N. Liidu automaatjaam Venera 9 , mis läkitas Maale esimesed fotod Veenuse pinnast .",,,,yes,The phrase 'Maale' indicates a direction towards a location (Earth) and is therefore classified as an adverbial of place.,,,,,
läkitama,,all,loc,2393713,3836359,4,Slovakkia,Slovakkiale,"USA läkitas üleeile Slovakkiale hoiatuse , et kui ekspeaminister Vladimir Meciar septembrivalimistega taas võimule tuleb , pole riigil lootustki NATO-sse pääseda .",,location,LOC,yes,,,,,,
läkitama,,all,loc,4288436,6899719,4,telefon,Telefonile,"Läkitasin koheselt Eesti Telefonile vastavasisulise märgukirja , kuid Tallinna Telefonivõrgu eraklientuuri talituse direktor Hindrek Heiter keeldus ebakohta kõrvaldamast .",,,ORG,yes,,,,,,
läkitama,,all,actor,6636290,10678487,14,kerjus,kerjustele,"Esmapilgul võiks ju arvata , et kes see ikka läkitab raha näiteks sellistele kerjustele , kes ilma vähegi liigutavat stoorit välja mõtlemata raha küsivad .",,alive,,no,The phrase 'kerjustele' was classified as 'no' because it identifies the beneficiaries of the action (sending money) and not a physical place or location.,no,yes,no,no,no
läkitama,,all,actor,10459428,16773344,5,direktor,direktorile,"Ka läkitas kohus keskuurimisbüroo direktorile kirja , milles palus uurijaile , eriti Tuulikki Kantolale selgitada kehtivat korda ja selgitada välja , miks polnud Rekkeril korrektset kirjalikku ärasõiduluba ja miks polnud vastavat märget toimikus .",,,,no,The phrase 'direktorile' refers to the recipient of the letter and does not convey information about a location.,no,yes,no,no,no
läkitama,,all,actor,3781056,6089888,9,keegi,kellelegi,"Hiina valitsus rõhutas , et pole mingit raha kellelegi sellisel otstarbel läkitanud .",,,,no,"The phrase 'kellelegi' refers to an unspecified recipient and does not denote a location, so it is not adverbial of place.",no,yes,no,no,no
läkitama,,all,actor,7465827,11984395,13,alatoidetud,alatoidetule,"Minule saatis Austria Veiniliit jõuludeks šokolaaditordi , vaevalt , et nad mõnele alatoidetule seda oleksid läkitanud .",,state,,no,"The phrase 'alatoidetule' refers to a recipient of something (a person) and not a location, so it is not an adverbial of place.",no,yes,no,no,no
läkitama,,all,actor,3002985,4816724,32,kääbus,kääbusele,"Tema arusaama järgi olnuks seltsi sekretär valmis kõigeks , et rikkuda Newtoni mainet või kahandada tema kuulsust , ja paratamatult meenutas Newton lõbuga üht iseäranis kahepalgelist kirja , mille oli sellele kääbusele läkitanud ja milles tähendas , et kui tema , Isaac Newton , oli eales teadlasena midagi saavutanud , siis üksnes tänu tõeliselt suurte meeste toetusele .",,,,no,"The phrase 'kääbusele' refers to a person (the dwarf) rather than a place, so it is not classified as an adverbial of place.",no,yes,no,no,no
puuduma,,ad,loc,14856754,23354593,6,Hitach,Hitachil,( Mul kahjuks 19 » Hitachil BNC sisendid puuduvad ) .,,,,no,"The phrase 'Hitachil' does not specify a location or place; it refers to a device or brand, not an adverbial of place.",no,no,no,no,yes
puuduma,,ad,loc,1957938,3121597,5,Jõgeva,Jõgeval,"Hotell puudub ka näiteks Jõgeval , kuhu küll aasta jooksul on rajatud mitu väiksemat majutusasutust .",,location,LOC,yes,,,,,,
puuduma,,ad,loc,4620236,7425073,17,ER,ER-il,"Kaks aastat tagasi osteti küll Saksamaalt 23 diiselmootorit , kuid seejuures ei arvestatud asjaolu , et ER-il puuduvad vahendid mootorite paigaldamiseks .",,,ORG,no,"The phrase 'ER-il' was classified as 'no' because it refers to an entity or organization rather than a specific location, so it is not an adverbial of place.",no,yes,no,yes,yes
puuduma,,ad,loc,19144063,28878059,2,Antarktis,Antarktisel,"Ka Antarktisel puuduvad tollirežiiminõuded üldse , see on erikonventsiooniga reguleeritav piirkond , rahvusvahelistes vetes tollieeskirja ei kehtestata .",,location,ORG,yes,,,,,,
puuduma,,ad,loc,14422416,22842624,11,PRIA,PRIAl,"PRIA teabe – ja arendusosakonna juhataja Heli Raametsa sõnul puuduvad PRIAl andmed , kui palju Läänemaal sügisel talivilja maha külvati ja kui palju sellest on hävinud .",,,,no,"The phrase 'PRIAl' indicates possession or a source of data rather than a location, thus it is not adverbial of place.",no,no,no,yes,yes
puuduma,,ad,actor,7190224,11565273,11,Klandorfi,Klandorfil,"Seadus näeb maksimaalse trahvina ette 3000 krooni , kuid kuna Klandorfil puudusid varasemad rikkumised , ei saanud ta maksimumtrahvi .",,,LOC,no,"The phrase 'Klandorfil' refers to the person and does not describe a location, so it is not an adverbial of place.",no,yes,no,no,no
puuduma,,ad,actor,422482,658604,4,Kraft,Kraftil,Tänavuse majanduskasvu osas Kraftil konkreetne prognoos puudus .,,,LOC,no,"The phrase 'Kraftil' refers to a person or entity and does not specify a location, hence it is not adverbial of place.",no,yes,no,yes,no
puuduma,,ad,actor,1383990,2200941,3,Hanssoni,Hanssonil,Pealegi puudub Hanssonil suure organisatsiooni juhtimise kogemus .,,,LOC,no,The phrase 'Hanssonil' is not an adverbial of place because it refers to possession or relation to a person rather than a location.,no,yes,no,no,no
puuduma,,ad,actor,12433578,19907446,9,Lubotsk,Lubotskil,"On ebaloomulik ja pisut kohatugi arvata , et Lubotskil kui kuulsal , tunnustatud ja erudeeritud muusikul puudub võime kõrgeid noote õigesti häälestada .",,,LOC,no,"The phrase 'Lubotskil' refers to a person rather than a place, so it is not an adverbial of place.",no,yes,no,no,no
puuduma,,ad,actor,11240547,18011946,14,Dikajev,Dikajevil,"Kuigi kodakondsus- ja migratsiooniameti ( KMA ) peadirektori asetäitja Ene Rebase sõnul puudub Dikajevil Eestis viibimiseks igasugune alus ning ta tuleb seetõttu riigist välja saata , otsustas Tallinna halduskohus teisiti .",,,PER,no,"The phrase 'Dikajevil' refers to a person, not a location, so it is not adverbial of place.",no,yes,no,no,no
pärinema,,abl,loc,12544040,20077079,15,imedemaa,imedemaalt,"Pärast niisuguseid passaže kasvas Ameerikas järsult nende arv , kelle silmis pärines kõneleja tõeliselt imedemaalt .",,location,,yes,,,,,,
pärinema,,abl,loc,14474479,22891986,16,ettevõtja,ettevõtjalt,"Kui kontrollimisel tekib kahtlus , et asjaomane toode ei pärine artiklis 9 ettenähtud kontrollisüsteemile allutatud ettevõtjalt , siis võib kõnesolevat toodet töödelda või pakendada alles pärast kahtluse kõrvaldamist . ”",,alive,,yes,,,,,,
pärinema,,abl,loc,964991,1537138,4,islandlane,islandlaselt,"Projekti idee pärineb islandlaselt Dr Kari Stefanssonilt , kelle firma deCODE Islandi valitsusega ka kokkuleppe sõlmis .",,alive,,yes,,,,,,
pärinema,,abl,loc,6210369,9974147,14,Liivi,Liivilt,"Nimelt oli Liiv jälitustoimingu läbiviimise ajal tagaotsitav , seega väitis kaitsja , et Liivilt pärinevad tõendid on kõlbmatud .",,location,LOC,yes,,,,,,
pärinema,,abl,loc,771600,1230490,8,haridusfoorum,haridusfoorumilt,Sest algatus pärineb ikka nii-öelda ühiskondlikus korras haridusfoorumilt .,,event,,yes,,,,,,
pärinema,,abl,actor,4322659,6953872,9,härrasmees,härrasmeestelt,"Näiteks pärineb hiljem merkantilistideks nimetatud pikalokilisi parukaid kandnud härrasmeestelt mõte , et riigi majandusedukuse mõõduks on see , kui palju kaupade väljavedu sissevedu ületab ja kaupmehed müügitehingutega riiki kulda ning hõbedat sisse toovad .",,alive,,no,"The phrase 'härrasmeestelt' refers to a source or origin, not a physical location, so it is not classified as an adverbial of place.",no,yes,no,no,no
pärinema,,abl,actor,1133891,1802804,6,firma,firmalt,Suurem osa kaubamaja delikatessidest pärineb firmalt Merandel .,,,,no,"The phrase 'firmalt' indicates the source or origin of something, not a location, so it is not classified as an adverbial of place.",no,no,no,yes,no
pärinema,,abl,actor,10292383,16517160,11,juhatus,juhatuselt,Heategevuspäeva korraldamise mõte pärineb Eestimaa Talupidajate Keskliidu ( ETKL ) juhatuselt .,,,,no,"The phrase 'juhatuselt' is not adverbial of place because it refers to the source (board) of the idea, not a location.",no,no,no,yes,no
pärinema,,abl,actor,10572572,16947081,7,flamencoõpetaja,flamencoõpetajatelt,Suurejoonelise tantsuõhtu idee pärineb Eesti esimestelt flamencoõpetajatelt Lehti Kostabilt ja Claudia ?,,,,no,"The phrase 'flamencoõpetajatelt' refers to the source of the idea, not to a location, so it is not an adverbial of place.",no,yes,no,no,no
pärinema,,abl,actor,5481446,8787538,12,Eminem,Eminemilt,"Elton John kinnitas Los Angeles Timesile , et dueti idee pärineb Eminemilt , kes soovivat sellega homosid lepitada .",,,PER,no,"The phrase 'Eminemilt' refers to the source or origin of an idea, not a location, so it is not an adverbial of place.",no,yes,no,no,no
soovima,,abl,loc,1042859,1658426,3,NATO,NATOlt,"Minsk soovib NATOlt kinnitust julgeolekutagatiste kohta ja lubadust mitte Valgevene vastu jõudu kasutada ega jõuga ähvardada , lisas Rõbakov .",,location,ORG,no,"The phrase 'NATOlt' refers to the entity from which confirmation is requested, not to a physical location.",no,no,no,yes,yes
soovima,,abl,loc,2168648,3464265,9,koolitus,koolituselt,Remsu ise ei soovinud oma puudumist OSCE vaatlejate koolituselt oktoobri lõpus Pristinas BNSile kommenteerida .,,event,,yes,,,,,,
soovima,,abl,loc,7427886,11926916,1,allee,Alleelt,"Alleelt puude mahavõtmist olevat soovinud platside omanikud , kuid kirjalikku avaldust pole ja kedagi Vaigre nimetada ka ei osanud .",,location,,yes,,,,,,
soovima,,abl,loc,6136064,9849154,4,oraakel,oraaklilt,"Kes soovis Delfi oraaklilt ennustust , kas on õige aeg alustada sõda , kes tahtis kinnitust , et jumalad annavad talle lapsi jne.",,,,yes,,,,,,
soovima,,abl,loc,8870058,14251674,15,Kreeka,Kreekalt,Eesti avas oma saatkonna Kreekas juba kaks aastat tagasi ning on sama soovinud ka Kreekalt .,,location,LOC,yes,,,,,,
soovima,,abl,actor,9742548,15632090,5,ringhäälingunõukogu,ringhäälingunõukogult,"Eesti Raadio töötajad soovivad ringhäälingunõukogult , et nende valitud 9-liikmelisel delegatsioonil võimaldataks kohtuda peadirektori kandidaatidega ja neile küsimusi esitada .",,,,no,"The word 'ringhäälingunõukogult' indicates the source or origin of an action, not a location, so it is not adverbial of place.",no,no,no,yes,no
soovima,,abl,actor,5521222,8852124,9,Energia,Energialt,"Narva elektrijaamade renoveerimiseks miljardilaenu andvad välispangad soovisid Eesti Energialt ja NRG-lt laenu tagatiseks saada osaliselt riigile kuuluva Eesti Põlevkivi aktsiaid , kuid jäävad nendest ilma .",,,ORG,no,"The phrase 'Energialt' refers to receiving something from a specific entity, not a location, thus it is not an adverbial of place.",no,no,no,yes,no
soovima,,abl,actor,14306880,22712640,5,savi,Savilt,"TALO soovis kohtu kaudu Savilt vastust ametiühingute 10 . aprilli kirjale , millele Riigikogu esimees ei vastanud avaldustele vastamise seadusega ette nähtud kuu aja jooksul .",,,LOC,no,"The phrase 'Savilt' refers to the source or origin of the response rather than a physical or locational place, so it is not an adverbial of place.",no,yes,no,no,no
soovima,,abl,actor,11047674,17692829,27,tipp-poliitik,tipp-poliitikutelt,"“ Postimehe ” andmeil kavandab väike rühm tuntud tipp-poliitikuid võimalust tulla välja manifestiga rahvuslikust ühtsusest ning selle kava taga on Ilves , kes sooviks allkirju erinevatelt tipp-poliitikutelt .",,alive,,no,"The phrase 'tipp-poliitikutelt' was classified as 'no' because it refers to the people (specific top politicians) from whom signatures are sought, not to a location or place.",no,yes,no,no,no
soovima,,abl,actor,1746177,2780003,17,suusaliit,suusaliidult,"1992. aastast murdmaasuusakoondise peatreenerina töötanud ning Jaak Mae ja Andrus Veerpalu maailmaeliiti viinud Mati Alaver soovis suusaliidult , et väheneksid tema kohustused leida suusatajatele rahastajaid .",,,,no,"The phrase 'suusaliidult' indicates the source or origin (ski federation) rather than a spatial location, so it is not an adverbial of place.",no,no,no,yes,no
takistama,,ad,loc,13348647,21354712,8,näitus,näitusel,"Toomet rääkis , et paljudel prominentidel takistas näitusel osalemist asjaolu , et vanad lelud on kaotsi läinud .",,event,,yes,,,,,,
takistama,,ad,loc,10043612,16113018,4,mustamägi,Mustamäel,"Liiklust ei takista Mustamäel õnneks ükski vrakk , see-eest vedelevad nad rohkem majade ees parklates ja takistavad sõidukõlblike masinate parkimist .",,,LOC,yes,,,,,,
takistama,,ad,loc,3617325,5825099,10,Microsoft,Microsoftil,"Kohtu otsus aitab kaasa konkurentsi kindlustamisele turul ja takistab Microsoftil saavutada ebaõiglast eelispositsiooni , ütles Reno .",,,LOC,no,"The phrase 'Microsoftil' indicates possession or association, not a physical location, so it is not adverbial of place.",no,no,no,yes,yes
takistama,,ad,loc,11389001,18249687,16,boksitee,boksiteel,"Parima aja saanud Alonso tõsteti stardirivis viis kohta tahapoole , sest ta takistas kvalifikatsiooni lõpus boksiteel Hamiltonil oma kiirele ringile minemast .",,,,yes,,,,,,
takistama,,ad,loc,14458677,22881139,25,Birma,Birmal,"ii ) keeld väljastada sissesõiduviisat sõjaväe ja julgeolekujõudude juhtival kohal olevatele isikutele , kes kujundavad , viivad ellu või kasutavad poliitikat , mis takistab Birmal/Myanmaril demokraatiale siirdumist ; samuti nimetatud isikute perekonnaliikmetele ;",,location,LOC,yes,,,,,,
takistama,,ad,actor,124267,208243,6,Rubel,Rubelil,"Need isiksuse iseärasused ei takista Rubelil oma tegudest aru saada , neid juhtida .",,,,no,The phrase 'Rubelil' is not an adverbial of place because it indicates a person and not a location.,no,yes,no,no,no
