sentence_id,head_id,head_loc,verb,verb_compound,morph_case,lemma,form,sentence,tags,timex_tag,ekilex_tag,ner_tag
7890618,12633486,15,tooma,välja,all,meedium,meediumile,"George P. Landow nimetab McLuhani metafoori omaseks uue tehnoloogia varasemale staadiumile ning toob välja vanemale meediumile , trükitud raamatule iseloomulikud jooned , millega võrdluses tulevad uue meedia võimalused paremini esile : 1 ) trükitehnoloogia põhineb ühe staatilise teksti paljundamisel ja fikseeritud tootmisel ; 2 ) see on diskreetne tekst , mida on tunnustatud lõpetatuna ja järsult lahutatuna teistest : viidatud allikad pole materiaalselt lisatavad ja nende poole pöördumine nõuab palju energiat ja märkimisväärset ajakulu ; 3 ) trükitud tekstil on fikseeritud piirid ja ääristus , seevastu teksti digitaalsed ülekanded kaotavad sedalaadi "" territoriaalsuse "" : digitaalses keskkonnas loodud teksti piirid on "" poorsed "" ( porous ) ja lugeja võib teksti lõpetada mis tahes punktis ; ( 4 ) teksti autori või tootja ( producer ) ja selle lugejate kogukonna vahel on terav eraldusjoon ; 5 ) loovuse , originaalsuse ja intellektuaalse omandiõigusega seotud eeldustering on ületähtsustanud autori panuse ja maha surunud kogukonna koostöö ja rolli .",,,,
3195958,5133047,5,pühenduma,,all,erialakirjandus,erialakirjandusele,Stockholmist leiab ka väikseid erialakirjandusele pühendunud raamatupoode .,,,,
2816561,4516905,24,tõusma,,all,kolmteist,kolmeteistkümnele,"Iisraeli sõdurid , öeldes , et neid hoiatati rünnaku eest , tapsid neli palestiinlast juudi asunduse juures pühapäeval , millega tõusis hukkunute arv kolmeteistkümnele .",,,,
8745336,14038219,6,võitma,,el,eiramine,eiramisest,"Ainsad , kes niisugusest sotsiaalpsühholoogia eiramisest võidavad , on nimelt juristid , eelkõige advokaadid .",,,,
10870216,17409584,5,tahtma,,all,audients,audientsile,Aga kui kuri näitleja audientsile tahab ja ukse taga jalgu trambib ?,|E|AE|EL|ET|AET|ELT|,,event,
4588767,7375202,21,tekitama,,in,Muraste,Murastes,"Tema kinnitusel on alates 2003. aastast Harku valla kohta müügil Regio kaart , kuhu muu hulgas on peale kantud ka Murastes nädalavahetusel probleeme tekitanud Kolmiku põik .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,
11766193,18830040,9,tahtma,,el,ettepanek,ettepanekust,"Korralduskomitee juht Robert Garff mõistagi ei taha Heibergi ettepanekust ettearvatult kuuldagi , ka tema oponeeris väitega : Sõjast oleme kaugel , räägime terrorismist .",,,,
6391338,10273792,17,äratama,,in,reisija,reisijates,"Juvas ütles Kymen Sanomatele , et Kotka ja Sillamäe vaheline liin on äratanud suurt huvi nii reisijates kui ka kaubavedajates .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
12880682,20603800,4,puutuma,,ill,erakond,erakondadesse,"Mis puutub vene erakondadesse , siis nende tegutsemisele Eesti poliitilisel maastikul on tõmmatud kriips peale .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
5950216,9552242,21,heitma,,all,katse,katsele,"Kuigi riigi valimiskomisjoni soov katsetada sügisel käiku minevat e-hääletussüsteemi on igati tervitatav , heidab küsimuse ebaõnnestunud valik varju sellelegi tähtsale katsele .",,,,
17164801,26360986,2,proovima,,el,Berliin,Berliinist,"Proovisin Berliinist , see küsis passwordi .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,
1894181,3017688,1,elama,kaasa,all,pingutaja,Pingutajatele,Pingutajatele elas kaasa ligi miljon pealtvaatajat .,,,,
7400428,11878327,4,äratama,,in,Elli,Ellis,Majakovski nimi äratas Ellis mingi seose Rolandiga .,|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC
939198,1495537,22,mahtuma,,el,poliitik,poliitikust,""" See on "" Eesti elulood "" - Eesti biograafiline leksikon , kuhu mahub üle viie tuhande Eesti nüüdis- ja minevikutegelase poliitikust teadlasteni , näitlejatest , kirjanikest ja kunstnikest sportlaste ja ärimeesteni .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
7195671,11574237,4,rääkima,,el,Mikk,Mikust,"“ Ega mina Mikust ei rääkinud , Tõnu Mikiver lubas mul puududa .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
10494782,16827383,5,takistama,,ad,lennuvägi,lennuväel,Halb ilm takistas Vene lennuväel eile Tšetšeeniat pommitada .,,,,
7251603,11661573,17,mängima,,el,nukufilm,nukufilmist,Ühe erandina mängis viiuldaja Eva-Maria Sumera ema Kersti Sumera saatel isa Lepo Sumera “ Valsi ” nukufilmist “ Kevadine kärbes ” .,,,,
2290820,3668249,9,osutuma,,el,lõunanaaber,lõunanaabritest,Eesti hetke parimad võrkpallimeeskonnad osutusid Premium Cupi avapäeval lõunanaabritest tugevamateks,,,,
12729462,20365064,2,saama,,all,Vjatšeslav,Vjatšeslavile,"20aastasele Vjatšeslavile ja Konstantinile sai politsei jälile paar nädalat tagasi ning selgus , et poisid on varastamisega raha teinud juba augustist alates .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
1183656,1881411,9,kavatsema,,all,Bemis,Bemisele,"Oktoobri alguses teatas Rootsi prokuratuur , et kavatseb Bemisele ja tema partnerile , Saksa teleajakirjanikule Jutta Rabele esitada süüdistused Estonia hauarahu segamise eest , kuigi USA ja Saksamaa pole ühinenud laevavraki kaitsmise kokkuleppega .",|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
4828496,7752851,13,kavatsema,,all,ilm,ilmadele,"Teede- ja sideministeeriumi nõunik Aap Tänav ütles ETAle , et vaatamata ilusatele ilmadele ei kavatse ministeerium muuta määrust , millega sel aastal lubatakse naastrehve kasutada kuni 1.maini.",,,,
18360329,27831478,12,rääkima,,el,N. Liit,N. Liidust,"Sa tõenäoliselt ei tea , mida eestlased N. Liidu okupatsiooni ajal omavahel N. Liidust , nõukogude korrast ja kommunismist rääkisid .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC
925349,1474690,25,kujutama,,el,tammepuu,tammepuust,"Kogu kabeli terviklikult kujundanud kunstnik on läbivalt kasutanud ristimotiivi : alates küünlajalgadest , pinkidest ja jutluspuldist ning lõpetades altarimaaliga , mis kujutab kuningakrooniga Kristust tammepuust ristil .",,,,
979613,1560425,16,mängima,,el,patsient,patsientidest,"Nooruke Liv Tyler ( "" Süütust näpates "" ) , kes mängib üht dr Travise patsientidest , nentis netiajakirja Salon teatel , et kuigi võtted ei kulgenud Richard Gere'i kogenematuse tõttu kuigi ladusalt , sai selle juures ka tublisti naerda .",,,,
17821272,27206870,4,juhatama,,all,6ige,6igele,"mina juhatan inimesi 6igele teele , see haisvas korteris istumine ei too sulle mingit kasu , sa v6id m6elda kyll , et oh kui k6vad s6brad mul kuskil foorumis on , kuid tänaval vaadatakse sulle ikka ylevalt alla",,,,
19003282,28680729,7,lõpetama,,all,omavalitsus,omavalitsusele,Teiseks lõpetas ministeerium tellimise ligi 300 omavalitsusele ja koolile .,,,,
4834015,7761472,14,mõtlema,,all,6.,6-le,"Siin on aga vastasleeris omavalitsuse ametnikud , kes ilmselt ei mõtle maamaksuseaduse § 6-le ja saevad selleks oksa ka oma istumise alt .",,,,
10568140,16939898,11,sülitama,,all,kütusekulu,kütusekulule,"Teine äärmus , milleks E-klass on samuti võimeline , on kütusekulule ja bensiinihinnale sülitavad V8-mootoriga tippmudelid 430 ja 55 AMG .",,,,
12533050,20060877,4,lisama,,all,andmed,andmetele,Müüja on tehnilistele andmetele ja objektiivi fotole lisanud märkuse “ NB !,,,,
6933721,11142909,7,katkestama,,all,uks,uksele,Korraga aga katkestas meie jutuajamise koputus uksele ...,,,,
1602184,2549239,17,vastama,,el,reede,reedest,"Teine võitja , K. Uusväli ( 21 ) , kelle aadressina märgitud Kappeli 10 , ei ole reedest saadik mobiiltelefonile vastanud ja pole seega oma jalgratast kätte saanud .",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,time,
17644855,26976263,16,mõtlema,,all,USA,USA-le,"ja kui mõni tropp mõtleb , et on kõva mees , kui ytleb et paras USA-le siis mõtle parem nii , et kui eestis oleks selline asi juhtund !! ja keegi ytleks paras eestlastele !!!!",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC
2736477,4389177,19,aitama,,ad,USA,USA-l,Šiiitide valitsuse all olev Iraan mõistis sunnidest al-Qaida rünnakud 2001. aastal hukka ning eelmine president Mohammed Khatami aitas USA-l ka terroriste tabada .,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC
9991861,16027671,12,viskama,,all,okastraataed,okastraataiale,"“ Seal teisel pool lähevad inimesed hulluks , nad viskavad end okastraataiale , ” tsiteerivad infoagentuurid väheste saabunud põgenike kirjeldusi olukorrast Tshetsheenias .",,,,
9803181,15728829,4,tekkima,,ad,Johanssoni,Johanssonil,Vasturünnakutel tekkis hoopis Johanssonil soodsaid võimalusi .,,,,
3873589,6239009,2,lisanduma,,all,hüvitus,hüvitusele,Sellele hüvitusele lisanduvad komisjonide istungitest osavõtmise hüvitused .,,,,
15749921,24570869,1,olema,vaja,all,font,fondile,"fondile on vaja viivitamata panna ülesanne hõlbustada nii ühenduses kasutusele võetud valuutasüsteemide tõrgeteta toimimiseks vajalikku kooskõlastamist kui ka interventsioonidest ühenduse valuutade suhtes sugenevate positsioonidega arveldamist , et tagada ühendusesiseste arvelduste mitmepoolseks muutmine , ning sellise rahastamismehhanismi haldamist , mis ühendab ühenduse liikmesriikide keskpankade 1970. aasta 9. veebruari kokkuleppes ettenähtud lühitähtajaliste valuutatoetuste mehhanismi ning samade keskpankade 1972. aasta 10. aprilli kokkuleppes ettenähtud väga lühikese tähtajaga rahastamise mehhanismi ;",,,,
2744470,4402232,5,puuduma,,el,kolmapäev,kolmapäevast,"Klientidele , kellel puudus kolmapäevast laupäevani telepilt , tehakse tagasiarvestus ning nad ei pea maksma selle aja eest abonenttasu .",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,time,
14727564,23201948,4,tulema,juurde,all,kuubik,kuubikutele,Jääkottides ei tule kuubikutele halba lõhna juurde .,,,,
7658370,12279518,3,saama,,all,Tartu,Tartule,Saatuslikuks sai Tartule linnas puhkenud mäss .,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC
6023654,9667608,6,tuginema,,all,kriteerium,kriteeriumile,"Maailma majandusvabaduse indeks tugineb 38 kriteeriumile , nagu isiklik valik , avatus konkurentsile , võimalus kaupu vahetada või reisida ning isiku ja vara kaitse .",|E|AE|EL|ET|AET|ELT|,,event,
9014127,14492956,3,minema,,abl,krunt,krundilt,"Ilmatsalu 10 krundilt ei lähe solgitoru otse piki tänavat kulgevasse peamagistraali , vaid üle Ilmatsalu 12 maa .",,,,
20961122,29846724,1,tulema,,abl,Tydrukpidu,Tydruk_peolt,Tydruk_peolt: taevas sul tuleks till ära tõmmata,,,,
1069708,1699716,6,mahtuma,,el,algusaeg,algusaegadest,Elo maailma mahub nii tsivilisatsiooni algusaegadest senimaani mäluspüsivat kui ka nüüdisaegse tsivilisatsiooni olmemugavusi .,|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,,time,
16533073,25495082,4,algama,,all,lubadus,lubadusele,"Vaatamata Türgi valitsuse lubadusele tagada Vahemere-äärsete kuurortide turvalisus , on turismihooaeg Türgis suhteliselt loiult alanud .",,,,
11705414,18733679,12,äratama,,in,sari,sarjas,Küll äratab imestust Leho Kraavi või Oliver Tammsalu debüüt nimelt NEBL-i sarjas .,,,,
11088090,17761329,3,levima,,all,vastulöök,vastulöökidele,"Vaatamata sellistele vastulöökidele on suhteliselt levinud arvamus , et töötajaid on lihtne leida .",|E|AE|EL|ET|AET|ELT|,,event,
323836,504606,8,tulema,puudu,el,ressurss,ressurssidest,"Usun , et paljudel tuleb roboti ehitamisel ressurssidest puudu .",,,,
79644,135736,7,kirjutama,alla,all,armuandmisotsus,armuandmisotsusele,"Pehme iseloomuga George Bush lõpuks kirjutaski armuandmisotsusele alla , kuid Nobeli rahupreemiast jäi Armand Hammer siiski ilma .",,,,
8102138,13001268,13,vahistama,,el,Sapard,Sapardist,"Teine juhtum sai hoo sisse möödunud suvel , kui Leedu võimud vahistasid Sapardist 200 000 litti ( 906 200 krooni ) välja petnud isiku .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,ORG
4921386,7901752,1,tõttama,,all,koolivend,Koolivennale,Koolivennale tõttas appi lavastaja Ingo Normet .,|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
8572612,13741037,9,vedama,,ad,kokkusaamine,kokkusaamisel,"Ühtlasi tuleb tunnistada , et uuritaval on uurijaga kokkusaamisel tublisti vedanud .",|E|AE|EL|ET|AET|ELT|,,event,
10906192,17466433,10,seadma,,all,ajakohastamine,ajakohastamisele,Näitusetegevus seab oma tingimused saalide valgustuse jm tehnilise varustuse ajakohastamisele .,,,,
744211,1185958,18,algatama,,all,kumbki,kummalegi,"Maksuameti peadirektori Aivar Sõerdi sõnul on tõenäoline , et maksuamet algatab Tammelt ja Tennolt võla kätte saamiseks kummalegi füüsilise isiku pankroti .",,,,
12245556,19604154,2,tasuma,,ad,broneerimine,broneerimisel,"Hotelli broneerimisel ( seda saab teha ka internetis ) tasub vaadata , et see ei asuks uuemas linnaosas Mestres .",,,,
8798328,14121705,4,pidama,,el,Tšetšeenia,Tšetšeeniast,Vene väed pidasid Tšetšeeniast Dagestani tunginud moslemiüksustega kaks ja pool nädalat raskeid lahinguid ning alles nädala algul õnnestus neil mässajad tagasi tõrjuda .,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC
754569,1202500,7,alustama,,all,eeslinn,eeslinnadele,Reedel alustasid Vene maaväed rünnakuid Groznõi eeslinnadele .,|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,
11330525,18158120,1,kuuluma,,adit,Praegune,Praegusse,Praegusse Tallinna volikokku kuulub 22 riigikogulast .,|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,DATE,,
8250353,13237159,7,õnnestuma,,ad,Friedeberd,Friedeberdil,"Kreisiülem tahtis ta arreteerida , ent Friedeberdil õnnestus pääseda .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,,LOC
9885143,15859315,12,laskma,,all,küsimine,küsimisele,Draama '97 kui kontsentreeritud pilt eesti teatri hetkeseisust laseb sellele küsimisele isegi mõningal määral vastata .,,,,
4278093,6883303,12,alustama,,all,metsakalmistu,Metsakalmistule,"Kell 10.40 alustab auto urnidega teed üksik-vahipataljonis ( ÜVP ) auto Metsakalmistule ( sõidab 40 km/h ) , teda saadab politseivärvides auto .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,
2153889,3440210,3,valima,,el,küsitavute,küsitavutest,"Hoolimata kõigist küsitavutest valis Res Publica Partsi laupäeval oma esimeheks , pärast mida kritiseeris ta teravalt hariduse olukorda ja pidas tähtsaimaks õpetamisviiside ajakohastamist ja kutsehariduse reformimist .",,,,
3977038,6403361,18,osutuma,,el,lennukolledž,lennukolledžist,"Kolmapäeval valiti Club Tallinnas Tartu tudengite sügispäevade raames Tartu tudengimees 2006 , kelleks osutus Taavi Ojasalu Tartu lennukolledžist .",,,,
3622061,5832258,5,huvitama,,el,elevant-kilpkonn,elevant-kilpkonnast,"Kui taibukat rüblikut huvitab elevant-kilpkonnast , saab ta viidatud leheküljelt huvi pakkunud looma pildi kõrvalt lugeda hoopis küülikutest , kes kilpkonna toidu ära söövad .",,,,
8069727,12950137,5,keelama,,ad,Marek,Marekil,Loodetavasti vend ei keela Marekil mõnikord “ ausa ” mänguga teenitut kasutada .,|A|AE|AL|AS|AT|AET|ALT|AST|,,,PER
672065,1068634,24,näima,,el,revolutsioon,revolutsioonist,"Nii palju emotsioone , kui 29. märtsil 1999 Tallinna Raekoja platsil ja paljudes kodudes telerite ees , pole Eestimaa päike vaata et laulvast revolutsioonist saadik näinud .",|E|AE|EL|ET|AET|ELT|,,event,
5498516,8816139,16,minema,,abl,esimene,esimeselt,"Kardiliidu teatel jõudis Marko finaalsõitudeni jõudnud ilma suuremate probleemideta , ta sai viienda stardikoha , esimeselt läks Liuzzi .",,,,
483163,759100,9,suutma,,el,ise,endast,"Eemalt vaadates paistab , et minister Jürgenson suutis endast esimeste nädalatega jätta kärsitu , saamatu , küündimatu , rumala ja jõuetu ministri mulje .",,,,
9344664,15009097,17,tulema,puudu,el,viisakus,viisakusest,Ehk ei ole ootamatult autoomanikuks saanud tavaeestlane veel omandanud arukaid sõiduharjumusi ja puudu tuleb ka lihtsast viisakusest !,,,,
10187233,16345769,10,elama,,el,energia,energiast,"Okei , esialgu elavad nad oma uuest südamepaigast kogutud energiast .",,,,
3979036,6405554,4,vähenema,,all,vähenemine,vähenemisele,"Tänu kasutatava pinna vähenemisele ning mittevajaliku kesklinnas paikneva kinnisvara müügile vähenevad Eesti Energia kinnisvara hoolduse ja kommunaalkulud aastas ca ühe miljoni krooni ulatuses , ?",,,,
15731262,24549078,10,jutustama,,el,kummitus,kummitusest,""" Võõras "" jutustab legendi linnusesse müüritud Eesti kuulsaimast kummitusest Valgest Daamist .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
16315360,25260725,3,viskama,,all,fs,fs-ile,*viskab fs-ile kümneka ja hüüab too õltsi kah,,,,
5895801,9463904,3,avanema,,all,haigla,haiglale,"Lisaraha avaneb haiglale peale seda , kui raviasutuse lepinguline raha on ära kasutatud .",|A|AE|AL|AS|AT|AET|ALT|AST|,,organisation,
6300066,10121710,8,pajatama,,el,kogutu,kogutust,"Samal ajal , kui suu pajatab kõigest kogutust , otsivad käed välja kolmnurkse kirja .",,,,
8234299,13212561,5,suutma,,el,artikkel,artiklitest,Siiani suutis Metsamaa neist artiklitest üle olla .,,,,
13986890,22265564,17,jätma,maha,el,sõdur,sõdurist,Nende esimene riigist taganemine 1842. aasta külmas jaanuaris kujunes eriti raskeks : Kabuli maha jätnud 4500 sõdurist ning 12000 tsiviilisikust jõudis Indiasse vaid käputäis põgenikke .,,,,
2716909,4358277,5,arvama,,el,ametnik,ametnikest,"Kas tõesti arvame oma ametnikest nii halvasti , et neid kõiki pikalt kavandatud kuritegudes kahtlustame ?",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
17477111,26791578,18,nimetama,,el,plekk,plekist,"« See on eriline vabadus , » arvab Tiina , kes aastaid tagasi USA päritolu sõiduvahendeid koledateks plekist kastideks nimetas , kuid nüüd neid lausa jumaldab .",,,,
1122075,1784230,7,kavatsema,,all,ettepanek,ettepanekule,Teede- ja sideministeerium kavatseb vastavalt ministri ettepanekule preemiateks ja lisatasudeks maksta 10.613.900 krooni .,,,,
8821895,14166700,26,vahetama,,el,araablane,araablasest,"Käskinud karjusel ja tolle naisel vangi puhtaks küürida , viskab Bigart viimasele kätte kaasavõetud ülikonna , ning kuni vang väljas riietub , vahetab ta savihütis araablasest valvuriga tolle keelemurdes mõne sõna :",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
12680724,20288954,4,surema,,el,muna,munast,Peale aarde leiti munast surnud vares .,,,,
3203798,5145794,8,laskma,,ad,ajateenija,ajateenijatel,"Ma sean nad kahte viirgu ja lasen ajateenijatel oma kiilaspäid vastamisi taguda , samal ajal kui mõni ohvitser lööb trummi .",|A|AE|AL|AS|AT|AET|ALT|AST|,,alive,
7607839,12206675,19,toetuma,,all,elu,elule,"Eestlaste jaoks on töö sõnumis aga ürgne allumatus ühiskonna reeglitele , keelatud vilja magusus , pealegi toetub kunstnik elule endale , mida näitab raa mitud dokument .",,,,
2835052,4546852,14,keelama,,ad,iseseisvuspäev,iseseisvuspäeval,"Tallinna linnavolikogu Keskfraktsiooni liige Märt Sults sooviks , et valitsus keelaks kasiinode lahtioleku iseseisvuspäeval , emakeelepäeval , emadepäeval , lastekaitsepäeval , taasiseseisvumispäeval ja teadmistepäeval .",|T|AT|ET|LT|ST|AET|ALT|AST|ELT|LST|,,time,
2959881,4746928,5,õnnestuma,,all,kaasaelamine,kaasaelamisele,Vaatamata maavanem Aivar Koka kaasaelamisele aknale pihta saada siiski ei õnnestunud .,,,,
14170095,22524317,11,saama,kaasa,abl,filmifestival,filmifestivalilt,Näitlejatar Meryl Streep sai filmide loomisse tehtud panuse eest Berliini filmifestivalilt kaasa eriauhinna : pisikese kullatud Berlinale Kamera .,|E|AE|EL|ET|AET|ELT|,,event,
4287960,6898970,11,eemalduma,,el,Valgevene,Valgevenest,"Kuna Valgevene on suurest naabrist pikalt maas , on Venemaa Valgevenest majanduslikult eemaldunud .",|L|AL|EL|LS|LT|ALT|ELT|LST|,,location,LOC
1199202,1906437,9,valmima,,all,sau,Sauele,"Detsembri alguses ostis värske perekond pärast paarikuiseid otsinguid Sauele 1985. aastal valminud majas kolmetoalise korteri , mille remondiga loodavad nad ühele poole saada jaanuari lõpuks .",,,,
5553977,8905206,10,jääma,,all,NKVD-meene,NKVD-meestele,""" See oli selleks , et kui mõni kaaslane NKVD-meestele kätte jäi , ei saaks ta teisi reeta , "" selgitab vana metsavend .",,,,
